0;1
2021-04-23 06:11:47+00:00;Hey @Infosys_GSTN just wanna know when will my company get our GST refund of the past 21 months? Who is the concerned person to sort this out for me in a responsible way? Sick and tired of writing emails and calling the office. #GST #IGST #CGST #GSTCOUNCIL
2021-04-23 06:09:35+00:00;@CNBC_Awaaz @AshVerma111 Why is sell recommended for infosys? Is buy back offer (?) is not a good option??Must be a vilid reason- tuned to the channel to understand and make a view !!
2021-04-23 06:06:29+00:00;"@GST_Council @askGST_GoI @gstindia @Infosys_GSTN @FinMinIndia @PMOIndia @ianuragthakur @nsitharaman @nsitharamanoffc @Anurag_Office @narendramodi @narendramodi_in @RevenueDeptDel dispite documents verification &amp; refund application accepted - refund pending since 2018- sale to SEZ https://t.co/fgrFlBWYSb"
2021-04-23 06:03:49+00:00;@Anmolk20 @Infosys_GSTN @cbic_india @nsitharamanoffc Hopefully we will get soon sir
2021-04-23 06:03:12+00:00;"@narendramodi 8 new banking license y not sell PMC BANK to 1 of them
@RNTata2000 @anandmahindra @sanjivrbajaj @Wipro @MukeshAmbanima @gautam_adani @Infosys @kiranshaw @AnilAgarwal_Ved @prashantruia @hvgoenka @SinghaniaGautam @bharatpeindia @CentrumIndia @LibertyHouseGrp"
2021-04-23 06:01:24+00:00;"@Infosys_GSTN our GST REFUND IS NOT CREDITED  IN OUR BANK ACCOUNT

Refund Order Payment Advice RFD05 issued for ARN AA030221028434X
Payment Advice RFD05 / ZD030421001140M / 09-04-2021 has been issued for above mentioned refund application."
2021-04-23 05:59:18+00:00;Delaporte performs a surgery and a brain transplant at Wipro. Add a radical shift from TCS, Infosys. https://t.co/LCL0NNGQ1t [ET Prime]
2021-04-23 05:51:09+00:00;"@Infosys_nmurthy namaste sir
I have a business idea on planting trees so please give me 1 chance to explain it i just need 20min to explin it you can give your precious 20min while traveling so i dont waste your time
I will be twitting till you reply
Tq sir🙂
2/30"
2021-04-23 05:45:36+00:00;@raaztax @Infosys_GSTN @cbic_india @nsitharamanoffc Now lets see when we get our GST refund
2021-04-23 05:44:40+00:00;@Infosys_GSTN Please provide the webinar link
2021-04-23 05:43:44+00:00;"Delaporte performs a surgery and a brain transplant at Wipro. Add a radical shift from TCS, Infosys.

https://t.co/u8HrkS9H9G

 Download Economic Times App to stay updated with Business News - https://t.co/nEWHI5fjSy https://t.co/oKwmPylvUH"
2021-04-23 05:39:20+00:00;"@askGST_GoI @Infosys_GSTN 
Respected Sir,
My Gstn is 29AAICR6501Q1ZQ. i have been using way bill for last 3 years and today get error msgs saying pan invalid, user not registered. Complaint raised yesterday but no resolution in sight. Urgent attn needed."
2021-04-23 05:37:51+00:00;@Infosys_GSTN in one of our client case bill uploaded bg vendor is showing in GSTR-2A but the same is not showing in GSTR-2B. please help so that we can avail input and file GSTR-3B.
2021-04-23 05:35:57+00:00;"Infosys and @bp_plc have signed a #MoU under which they intend to work together to develop an integrated Energy as-a-Service (EaaS) offering

@Infosys #Emissions #electricvehicles #automotive 

https://t.co/vfqsYI8k5a"
2021-04-23 05:30:04+00:00;Congratulations @Accenture, @Capgemini, @Cognizant, @Deloitte, @HCL_Tech, @Infosys, @TCS, and @Wipro for being positioned as Leaders, across categories and industries, in Everest Group's #PEAKMatrix Service Provider of the Year Awards. https://t.co/mN0CHEfWNN
2021-04-23 05:26:06+00:00;"Hola! Our Costa Rica team partnered with an NGO, Green Wolf Costa Rica, to pick up garbage at a train trail area in San Jose. Three cheers to the team for doing this bit for the environment.
#worldearthday #worldearthday2021 #costaricapuravida #infosys #infosysbpm https://t.co/v0Vv6f7Pok"
2021-04-23 05:26:04+00:00;"Signing of #MoU b/w @bp_plc &amp; @Infosys to develop an integrated #EaaS to provide end-to-end management of customers’ energy assets &amp; services is a notable step towards encouraging decarbonization of corporations &amp; cities &amp; lowering global carbon footprint. https://t.co/DZFihaYzDi"
2021-04-23 05:26:03+00:00;@Anmolk20 @Infosys_GSTN @cbic_india @nsitharamanoffc Bank account validated sir today
2021-04-23 05:24:24+00:00;"@ndtv @TCS @BJP4India @Infosys @akshaykumar @SonuSood @Wipro @AnupamPKher @iamsrk @SrBachchan @BeingSalmanKhan @bollywood_life @THR @ShuklaRajiv @shahidkapoor @AnilKapoor @sonamakapoor @arjunk26 @TheFarahKhan @aliaa08 @MaheshNBhatt 
Booking :- https://t.co/MP8DZdMnmw https://t.co/JZfKvdb3dy"
2021-04-23 05:20:06+00:00;"Global Legal Process Outsourcing Services Industry – Key Trends and Opportunities to 2025: CPA Global, Legal Advantage, Clutch, Infosys, Capgemini etc – NeighborWebSJ
ChronLaw Legal Process News
https://t.co/7X4CaWM6xb
#LegalProcess #news #law #attorney #lawyer"
2021-04-23 05:18:12+00:00;Do not know whome to give Pink Gandhi ji. No office or no official contact.@PMOIndia @FinMinIndia @SupremeCourtRev @GST_Council @Infosys_GSTN https://t.co/aSbwR67klf
2021-04-23 05:18:02+00:00;"#ASKAwaazFNO

HCL @990
TCS @3350
Infosys @1400

Please suggest me what should I do?
Mobile 9560588729"
2021-04-23 05:17:59+00:00;@Infosys_GSTN Ticket number G-202104224708946
2021-04-23 05:17:33+00:00;Have applied for revocation of GST cancellation of 08/02/2021. but the same is still pending for processing with the officer.Kindly look into the same.  @gsthelpline  @Infosys_GSTN @GST_Council https://t.co/TKunnlUWJs
2021-04-23 05:16:19+00:00;"BP, Infosys ink pact, to develop integrated energy-as-a- service offering
Source-Economic Times
@BPEnergyLab  @Infosys https://t.co/CbB6qW75nM"
2021-04-23 05:14:26+00:00;@MPNaveenJindal @navneetanand @RNTata2000 @reliancegroup @gautam_adani @AdaniPriti @anandmahindra @Infosys @sundarpichai @AdityaBirlaGrp Keep up the good work, god bless!!🙏🏻🙏🏻
2021-04-23 05:11:20+00:00;No rejection email or update in ur systm still sending rejection message. God Knows whats happening.@Infosys_GSTN @GST_Council @PMOIndia @FinMinIndia @SupremeCourtFan https://t.co/rTRDHaG0hH https://t.co/LHeu876Qm0
2021-04-23 05:11:08+00:00;"#BusinessNews: Equity benchmark #Sensex declined over 300 points in early trade, tracking losses in index majors #HDFC twins, #ICICIBank and #Infosys amid concerns that the second wave of #COVID19Pandemic may derail the economic recovery of the country.
https://t.co/HIJNVqTMlK"
2021-04-23 05:08:35+00:00;"Equity benchmark Sensex declined over 300 points in early trade, tracking losses in index majors HDFC twins, ICICI Bank and Infosys.
@BSEIndia @NSE_NIFTY
#COVID19 #Sensex #NIFTY
https://t.co/k2DBUqmY1k"
2021-04-23 05:07:00+00:00;@SumitAnshani @Infosys_GSTN @EODB_India Please provide your ARN/GSTIN to assist you in this regard.
2021-04-23 05:05:45+00:00;@navneetanand @RNTata2000 @reliancegroup @gautam_adani @AdaniPriti @anandmahindra @Infosys @sundarpichai @AdityaBirlaGrp Thank you for your kind words.. We are in this fight together 🙏
2021-04-23 05:05:00+00:00;@Infosys_GSTN @askGST_GoI @GST_Council The tax payer and nodal officer both had contracted GST helpdesk but the problem is still unsolved. Kindly look into it asap.
2021-04-23 05:05:00+00:00;"She succeeds U B Pravin Rao, COO, Infosys, to become the first woman to take on this role at Nasscom; Krishnan Ramanujam of #TCS is Vice Chairperson

@alnehaa reports 

#Nasscom #Accenture #ITIndustry
https://t.co/x211009ADM"
2021-04-23 05:02:02+00:00;@Infosys_GSTN not able to file return gstr 3-B quarterly return of Jan - mar quarter https://t.co/g1REonm5VM
2021-04-23 05:00:43+00:00;Accenture's Rekha Menon takes over as first woman chairperson of Nasscom #Nasscom #Chairperson #ExecutiveCouncil #RekhaMenon #NasscomExecutiveCouncil #Industry #WomanChairperson #Infosys #BPM  https://t.co/TGBLU1th10
2021-04-23 04:42:50+00:00;"• Dish TV India (DITV): Essel group denies rumors on release &amp; sale of Dish TV Shrs
• Gland Pharma (GLAND): gets US FDA approval for Foscarnet Sodium Injection
• Infosys (INFO): Says Co. &amp; BP to develop integrated energy service to cut emission"
2021-04-23 04:37:51+00:00;@anantladha25 Infosys what price should I buy ?
2021-04-23 04:36:58+00:00;@Infosys_GSTN Still awaiting reply. It's been more than 10 days since the complaint is raised.Due date of GSTR-3B is tomorrow and GSTR-1 has already passed on 13/04/21.Please treat as urgent.
2021-04-23 04:35:47+00:00;"Dear @Infosys_GSTN @GST_Council
When will you release an mobile app for GST?
Also please make the website progressive, web pages in mobile not convenient, even though it is not bad."
2021-04-23 04:31:38+00:00;"A change of guard and implementation of decisions , tough decisions.

Delaporte performs a surgery and a brain transplant at Wipro. Add a radical shift from TCS, Infosys.

https://t.co/y1VU1QMR2R

D https://t.co/k133ANRgNW"
2021-04-23 04:22:58+00:00;"L&amp;T construction bags order from Oilfields Supply Company Suadi
#vodafoneidea approaches pension funds for USD 1bn funding
#BP and #Infosys join hands to develop integrated EaaS offering
#GlandPharma received approval for generic Foscarnet Sodium Injection"
2021-04-23 04:21:23+00:00;@strider_speaks HCL, Infosys, are tying up with large hospital chains. Local MSMEs are tying up with local pvt hospitals. Govt too is opening up camps in tie up with companies.
2021-04-23 04:19:00+00:00;@Infosys_GSTN @GST_Council @gstindia @cbic_india @InGSTPortal @GSTsite Can you please update my Mar GSTR3B also pending due to that error. We are very disappointed about that issue @nsitharaman @gstindia @gsthelpline
2021-04-23 04:18:16+00:00;"@Infosys_GSTN  Ticket number G-202104214700363 has been raised on self service portal alongwith screen shots. Please resolve the issue as early as possible. We are going through financial crisis. Refund has much delayed.
@cbic_india 
@nsitharamanoffc 
@GSTN_IT 
@prakashkumar"
2021-04-23 04:10:23+00:00;"@Infosys_GSTN  Ticket number G-202104214700363 has been raised on self service portal alongwith screen shots. Please resolve the issue as early as possible.
@cbic_india 
@nsitharamanoffc 
@GSTN_IT 
@parkashkumar"
2021-04-23 04:08:30+00:00;@ashajadeja325 This is because Infosys had invested in Matic and seen huge adoption and growth
2021-04-23 04:05:42+00:00;Infosys joins forces with BP for developing Energy as-a -Service offering - Business News Today - https://t.co/oObHgIwAlY #Infosys #BP #energy #carbonemissions
2021-04-23 04:04:33+00:00;"Indices open on a weak note on record spike in #COVID cases
ICICI Bank, Bajaj Finance, HDFC Bank, HDFC, HUL, Maruti, Infosys, TCS, Nestle India, SBI decline over 0.5% each

#OpeningBell #StockMarket #stockmarketnews #stocks #trading #fridaymorning 

https://t.co/h4wzHO6J4T"
2021-04-23 04:00:13+00:00;@innerchilding7 Not true actually the TATA’s can. Given the range of brands under TATA’s they can. So can Infosys tbh! But you’re right in that we don’t have the “global” pull so to speak!
2021-04-23 03:59:30+00:00;@Infosys    has done a remarkable job  by arranging a vaccination for their employees and their family yesterday in a organized way.Thanks to the local govt PHC staffs who made it possible.  Hope all large corporates can do this without troubling the common man's need for vaccine
2021-04-23 03:58:23+00:00;"Sensex slides 170 points, Lupin &amp; Infosys in top losers"
2021-04-23 03:53:30+00:00;"Please resolve the issue as refund has already much delayed
@Infosys_GSTN 
@GSTN_IT 
@GST_Council https://t.co/TqNYnX2Hu0"
2021-04-23 03:42:00+00:00;@Infosys_GSTN @GST_Council ARN AA190118023162L dated 23.01.2018. There is no further steps taken. Look in to the matter.
2021-04-23 03:41:47+00:00;@Infosys_GSTN @cbic_india Sir/Mam, Statutory Limit is 21 days - when every statutory applications made digitalised in the nation and PM is speaking of ease of business, getting GSTIN after 21 days is letting the new businesses down. FYKI - Company incorporated in just 2 days in MCA portal. @GST_Council
2021-04-23 03:38:19+00:00;@IBM @HP @Accenture @Infosys Some serious sums for basic IT work going to a tiny Brisbane company in limited tenders.  Surely Open Tenders were appropriate. You are missing out @MichaelWestBiz @MichaelPascoe01 https://t.co/YQcCvMizl6
2021-04-23 03:34:21+00:00;@AltumStaffing @gsthelpline @GST_Council @Infosys_GSTN @FinanceMinist12 @nsitharaman Your grievance is that GST Portal is not working. Please provide more details  including the purpose for which the portal was tried to access (Thanks)
2021-04-23 03:30:02+00:00;"Such a generous and timely intervention @MPNaveenJindal ji. Posterity shall remember you for this magnanimity.

We sincerely hope all those with resources step in NOW

@RNTata2000 @reliancegroup @gautam_adani @AdaniPriti @anandmahindra @Infosys @sundarpichai @AdityaBirlaGrp https://t.co/QH93OcG1fa"
2021-04-23 03:18:25+00:00;@Infosys constitutes #ESG committee https://t.co/rdhwkcbuD2
2021-04-23 03:17:28+00:00;"Due to rude behaviour of @Infosys_GSTN and @cbic_india Out team has surrendered 30%+ GST numbers whose turnover was below threshold limits and Working in tax-free items. 
Direct impact on our 30% revenue. Thanks to Government."
2021-04-23 03:15:32+00:00;@Swapnasneha @ca_hiteshpatel @nsitharaman @Infosys_GSTN Also asked them they are not thief. But suffering under situation.
2021-04-23 03:14:22+00:00;@Infosys_GSTN @PMOIndia @HaryanaGST @cmohry @cbic_india It's done 👍 Thanks 🙏
2021-04-23 03:10:02+00:00;"Infosys, bp announce strategic collaboration

News - https://t.co/BArAUDXt7M
#Infosys #DaycoSecurities https://t.co/1TVHdlyLt1"
2021-04-23 03:05:10+00:00;@mikejava85 @ANI You can join Infosys or Tech Mahindra or Wipro as well..they also have plans for vaccination
2021-04-23 03:03:29+00:00;most engaging tweet from @Infosys for the week (39 retweets and likes) #tech #dont_miss_the_tweet #tweetalerts https://t.co/uJZVYStWnn
2021-04-23 03:00:15+00:00;"Join @NPC_INDIA_GOV 2 days Online workshop on ""Introduction to Basics of Power BI"" and enhance your business analysis skill 2 hours per day 01 &amp; 02 May 2021 from 11:00 AM to 01:00 PM
To register: https://t.co/kSY9J2H8NN
#npcindia  #PowerBI 
@Microsoft @TCS @Infosys @Wipro https://t.co/KewQ2Mh5pL"
2021-04-23 02:49:58+00:00;Infosys : Bp and Infosys Announce Strategic Collaboration to Drive Integrated Energy Offers to Reduce Emissions at Campuses and Cities
2021-04-23 02:45:10+00:00;INFOSYS में आयी बड़ी खबर | INFOSYS SHARE NEWS | INFOSYS SHARE TARGET | IN... https://t.co/f7QZGJzlKZ via @YouTube #INFOSYS
2021-04-23 02:39:02+00:00;"Morning Updates: Nasdaq, Dow were in RED + Flat Asian Markets + Covid Cases + O2 crises, 
Not a good indication for Indian Market, 
Level to watch on Nifty 14150-14520

Stock to Watch: POWER GRID, BRITANNIA, ITC, INFOSYS, TCS, HDFC BANK

#StockMarket #NSE #SENSEX #BSE"
2021-04-23 02:24:33+00:00;@Infosys_GSTN @nsitharaman @GST_Council @cbic_india As reported by AO they have raised query number of times with DG systems, but no reply have been received by them. Range office and Division office all gave same reply. Please help in closing the matter.
2021-04-23 02:15:33+00:00;"Record Gst revenue collection achieve  हो गया हो तो कृपया #Extend_Due_Dates 
#Extend_Due_Dates_Immediately 
#lockdown2021 
#SecondWaveofCovid19 

Extend all Gst due dates

@cbic_india 
@FinMinIndia 
@GST_Council 
@nsitharaman 
@Infosys_GSTN"
2021-04-23 02:09:22+00:00;If we are collapsing at Infrastructure when will we take the Benefit of Vacant Infrastructures we already have @Accenture  @techmahindracsr @Wipro @TCS @amazonIN @wnsholdings @Infosys Why Cant Our Own Companies Help Our Own Citizens by temporarily Converting to Pandemic Centres🙏
2021-04-23 02:07:41+00:00;@Infosys_GSTN  Please extend filling date of Gstr 3b because my CA was covid positive he unable to file.
2021-04-23 02:05:51+00:00;"Excited to announce the commencement of Off-Campus drive for candidates who wish to kickstart their career with @InfosysCareers @Infosys 

BE/B.Tech/ME/M.Tech/MCA/ MSc(CS/Electronics/Math/Physics/Stats/IT/Information Science) students from Batch 2019,2020: https://t.co/eHFqlt9SXw"
2021-04-23 01:39:49+00:00;@nsitharamanoffc @nsitharaman @ianuragthakur @Anurag_Office @cbic_india @Infosys_GSTN , Shamfull Government, sensitive less government, without huminity government, @PMOIndia No bad, No oxygen in hospital but you stage for politics election. https://t.co/7GcBwGTfAP
2021-04-23 01:33:00+00:00;"@Infosys_GSTN 

Respected Sir, 
      Please extend the due date of GSTR-3B of March-2021,  due to lockdown in our state (Rajasthan)

Thanks"
2021-04-22 23:17:09+00:00;@Infosys_GSTN @GST_Council @askGST_GoI @gstindia Sir, waiting for registration from last 7 days, How much time assessee have to wait to start business ???? Anyone is responsible ??? ARN AA080421034472L https://t.co/qgPCDAY5oN
2021-04-22 23:14:59+00:00;@Prakash Gaba Experience tells that to  public the best thing about good commentary and good shares, who wait with the investor.  They should be benefited.  A fellow who has fallen a lot today due to the wrong committee of Infosys new guy on others  channel. https://t.co/9EzZ81F25Z
2021-04-22 22:34:13+00:00;Check out my classroom on @DonorsChoose! I'd love your help to bring my project to life:  https://t.co/TC5HqaM7no Please help me take advantage of this amazing opportunity from @infosys and @BotballRobotics to bring Robotics to my classroom!
2021-04-22 22:28:04+00:00;"Global Big Data Testing Market Insight, Present Scenario &amp; Growth Prospect Till 2028: IBM Corporation, Infosys Limited, Cigniti Technologies Limited, Testplant, Real-Time Technology Solutions, Tricentis, Codoid, GTEN Technologies, Robotium #Tech -… https://t.co/CNSfpisnpk"
2021-04-22 22:20:41+00:00;@Infosys_GSTN @GST_Council My number has been cancelled and my revocation rejected.I am willing to clear my tax liabilities but want to pay in installments but you need to start my number.I cannot do any business without the number or have to wait amenisty sc
2021-04-22 22:19:57+00:00;@Infosys Hello sir iam my society very hungry please help some food send please sir no job no money please help us I prayer  god your businessvery growth 🙏
2021-04-22 22:18:52+00:00;Watch Gargi recall a recent memory at Infosys that made her feel like family. Our people are our top priority and it’s truly special to be recognized for it on @FortuneMagazine's list of Best Big Companies To Work For. https://t.co/ATAIV2T4v6 #BestBigCos #BestWorkplaces @GPTW_US https://t.co/cDPXIFWUd1
2021-04-22 22:14:52+00:00;"@narendramodi @PMOIndia @nsitharaman @ianuragthakur @FinMinIndia @GST_Council @cbic_india @Infosys_GSTN 
After QRMP systems small businesses given relaxation. What's the gilt of purchaser,if the sellers not upload the invoice in time to credit ITC?Give hurdle less ITC #GSTAmnesty https://t.co/vaPYBoC8vi"
2021-04-22 22:03:43+00:00;@Infosys_GSTN @8a2a88bdcf434c4 @PMOIndia @HaryanaGST @cmohry @cbic_india Before thinking about new GST registration get the amenisty scheme because of your mistakes in GST we are sufferring with cancellation in GST number.The government and GST model both are failures.Have created a big mess.  Shameful I must say
2021-04-22 22:01:58+00:00;Infosys, BP to develop integrated energy-as-a-service offering https://t.co/WKnqx3AFdv
2021-04-22 21:48:23+00:00;RT InfosysUSA: Watch Gargi recall a recent memory at Infosys that made her feel like family. Our people are our top priority and it’s trul…
2021-04-22 21:25:55+00:00;Infosys enabled Multi-Pillar Cloud Transformation for Harmonic with Oracle Cloud https://t.co/TQ5ZSWjgsV
2021-04-22 21:09:31+00:00;"IT &amp; CySec pros, the DoD Cyber Crimes Center is hiring👇

#infosecjobs #Infosys #infosec #infosecurity #tech #techjobs #military #defense #hacking #hackers #malware #cybersecurity https://t.co/1omqWCVr7M"
2021-04-22 20:22:19+00:00;"bp and Infosys Announce Strategic Collaboration to develop an Energy-as-a-Service (EaaS) offering to provide energy assets management and services.
@bp_plc
@Infosys

#dEnergyNews #DigitalTransformation #Energy #DigitalizationEnergy

https://t.co/RaWQVSKvTV"
2021-04-22 20:21:47+00:00;@ms89_meet Infosys since start of my investment journey.
2021-04-22 20:09:43+00:00;"How? You may ask 
By giving the keys of your health to the private players.
,excluding based on the age, with help of Nandan Nilekani, Vidhi, Infosys ... visiting the United states on corporate funding since @uidai days"
2021-04-22 19:38:51+00:00;@bp_India @Infosys @bp_plc Looking forward to jointly delivering a much needed Energy-as-a-Service offering to our clients.
2021-04-22 19:34:02+00:00;"@Infosys_nmurthy sir we know story  of you interviewed @NandanNilekani sir @ Patni... one question on it is..
Weren't a thought blink in your mind that..This candidate is so intelligent, he may eat my job in future.."
2021-04-22 19:23:43+00:00;"@ms89_meet POWERGRID, HDFC BANK, INFOSYS, ITC, CADILA, KOTAK MAHINDRA BANK, SBI, CYIENT, ICICI BANK, CONCOR 
All have average holding period of more than 2.5 years"
2021-04-22 19:22:51+00:00;"@ms89_meet Kindly help me as m disability.  loss. 
Apollo tyre 
BEL
DHFL
VAKRANGREE 
Jain irrigation 
Hudco
Shreyan industries 
Rain industries 
Morepen lab 
Vguard 
Infosys 
Jsw steel 
Sanwario consumers 
ITC
Parag milk
Rishiroop 
Cerebra intergantaint 
Graphite 
Laopala 
NBCC
NMDC
Vedanta"
2021-04-22 19:20:09+00:00;"@nsitharaman @ska_naman @girimantu90 @FinMinIndia @nsitharamanoffc @Anurag_Office @PIB_India @DDNewslive @airnewsalerts @ficci_india @ASSOCHAM4India @FollowCII @cbic_india @Infosys_GSTN @gstindia @askGST_GoI @ianuragthakur @cpgrams @cgstranchizone Respected Mam, Pls look into this also
No one responding even after 80 days

I can share latest grievance no. also, don’t know why taxpayer is being asked to visit the jurisdictional officer for surrendering GST number! He has already lost his business 

https://t.co/fDZk3v6bnK"
2021-04-22 19:04:13+00:00;@yskanth @Sathyagrahi1 Once Infy Murthy sir said Infosys is the example that a business can be done ethically and can grow well in India
2021-04-22 19:00:05+00:00;#INFY - Infosys about to Breakout Breakdown Tomorrow  - TradingView - https://t.co/tcwjdCZKlc
2021-04-22 18:57:34+00:00;"@CAITIndia
@PMOIndia
@FinMinIndia
@aimtpa
@cbic_india
@Infosys_GSTN
@GSTAdviser
Nation builders- Dealers &amp; Professionals life are in stake. We request you to kindly extend all the due dates of Income Tax, GST &amp; other tax compliance dates.Please provide GST AMNESTY SCHEME  AGAIN"
2021-04-22 18:54:29+00:00;@aimtpa @cbic_india @FinMinIndia @IncomeTaxIndia @Infosys_GSTN @GST_Council Also extend old roc schemes
2021-04-22 18:53:22+00:00;@cbic_india @Infosys_GSTN It seems you have tagged CGST panchkula zone, but the jurisdiction details we have shared is of Gurugram. @cgstpklzone @CgstGurugram
2021-04-22 18:45:55+00:00;"Basically, Rolls Royce is getting taken to the cleaners 
RR Work is going to India.
The Company in India is called Infosys.
Infosys is owned by Narayana Murthyl - billionaire
Rishi Sunak happens to be married to the daughter of Narayana Murthy
So, nothing doggy there then"
2021-04-22 18:45:37+00:00;Infosys buy above 1320 good for holding https://t.co/4kCWhCL3rA
2021-04-22 18:45:09+00:00;The word is out! Take a look at the ShortList for Learning Marketplaces by @rwang0 https://t.co/pDyDVLGxa6 @coursera @Infosys @khanacademy @LI_learning @pluralsight @salesforce @skillshare @udacity @udemy https://t.co/ezkTsLLMV3
2021-04-22 18:45:00+00:00;This is the time for complete lockdown! Whats your view @Infosys_nmurthy @jasveer10 #CoronavirusIndia #lockdown2021
2021-04-22 18:40:22+00:00;"@ronakjain_24 @nsitharaman @mansukhmandviya @PMOIndia @AmitShah @CAITIndia @FieoHq @caarpit83 @ianuragthakur @FinMinIndia @RohitJa62727479 @Rohanhdesai @TimsyJaipuria @cbic_india @Infosys_GSTN @OfficeOf_MM Due Date Extension For Gst Return 3B of Month March  2021 and  Gst Amnesty Scheme Must Be Allowed By Government. 
Must watch and Share This Video. 
#GSTR3B #GSTAmnesty
#GstAmnestyWithITC

https://t.co/hMMb5RCNbL

@ArvindKejriwal
@ndtv 
@CNBCTV18Live
 @ndtvindia"
2021-04-22 18:37:48+00:00;@Infosys_GSTN sir, plz extend due dates of gst. Due to lockdown we are not able to file March returns 😭
2021-04-22 18:37:23+00:00;"@ggk2371997 @gstindia @Infosys_GSTN @GST_Council @nsitharamanoffc @nsitharaman @narendramodi Due Date Extension For Gst Return 3B of Month March  2021 and  Gst Amnesty Scheme Must Be Allowed By Government. 
Must watch and Share This Video. 
#GSTR3B #GSTAmnesty
#GstAmnestyWithITC

https://t.co/hMMb5RCNbL

@ArvindKejriwal
@ndtv 
@CNBCTV18Live
 @ndtvindia"
2021-04-22 18:35:54+00:00;"@GSTADVISORAKASH @nsitharaman @cbic_india @casansaar @Infosys_GSTN Due Date Extension For Gst Return 3B of Month March  2021 and  Gst Amnesty Scheme Must Be Allowed By Government. 
Must watch and Share This Video. 
#GSTR3B #GSTAmnesty
#GstAmnestyWithITC

https://t.co/hMMb5RCNbL

@ArvindKejriwal
@ndtv 
@CNBCTV18Live
 @ndtvindia"
2021-04-22 18:35:15+00:00;Lots of digital transformation taking place in the mortgage space.  @wongdoody is powering some exciting changes, as is @infosys. Great stuff @jayvnair! https://t.co/lsQbdh6kkX
2021-04-22 18:27:31+00:00;@Infosys_GSTN I Have Problem in my GST Core Amendment since oct-20 for additional place of my business but in time not clarification  file still it is not showl or not do any new core amendment in my portal also Tax Ass. Officer Desk not showing please Help Me
2021-04-22 18:16:05+00:00;Infosys, BP to develop integrated energy-as-a-service offering https://t.co/sU9AvHiuqC
2021-04-22 18:14:31+00:00;Your data needs a mask. The cumulative value at risk due to a #cybersecurity #breach for #financial services brands can be as high as $2.6 billion, according to @Interbrand and @Infosys. https://t.co/zRLIqf2Vzt
2021-04-22 18:11:00+00:00;@ms89_meet Infosys 3 years.
2021-04-22 18:08:57+00:00;@ms89_meet Infosys - 7 years. Also working in the same company for 15 years and counting.
2021-04-22 18:00:39+00:00;"@TCS , @Infosys , @Wipro , @tech_mahindra Start Covid-19 Vaccination Camps for Employees, while @WordPress to Block @Google 's Ad Tracking Technology : https://t.co/zvd5Bw2I6r
@SerumInstIndia @mozilla  @brave @vivaldibrowser @DuckDuckGo @Techplusmedia
https://t.co/wazFY8Z5h5"
2021-04-22 17:55:48+00:00;@nadeemjafri I am till today surprise that He was in Infosys and worked in HR...
2021-04-22 17:54:44+00:00;@Ajay_SGian @shruthin6 @Surma_SG @shreyaghoshal Chennai may be.. cos she performed Bengaluru Infosys at Dec 19 and Dec 20 at Chennai.. both concert she wore same outfit.. It's PY pondicherry na Chennai nly .
2021-04-22 17:50:10+00:00;"@girimantu90 @cbic_india @FinMinIndia @nsitharamanoffc @Anurag_Office @PIB_India @DDNewslive @airnewsalerts @ficci_india @ASSOCHAM4India @FollowCII @nsitharaman @Infosys_GSTN @gstindia @askGST_GoI @ianuragthakur @cpgrams @cgstranchizone Late fees ki baat kiya toh no response 
share also if Response"
2021-04-22 17:49:38+00:00;"@Infosys Carbon can be reduce by: 1. Reduce transport as making virtual work productive. &amp; Produce raw materials in-house 2. Make carbon reuse 3. Convert co2 to o2 at home with precautions. 4. Paperless work 5. Plant at home: tulsi, aloevera, snake plant and palm."
2021-04-22 17:47:29+00:00;"@cbic_india @Infosys_GSTN @GST_Council since an hour I am trying to get into the return dashboard but the system is not working.
Fed-up with such cheap Chinese technology software.
Better close down the software permanently. https://t.co/4UsSEEntRz"
2021-04-22 17:45:37+00:00;https://t.co/ubkin2Dj4j bp and Infosys Announce Strategic Collaboration to Drive Integrated Energy Offers to Reduce Emissions at Campuses and Cities
2021-04-22 17:33:56+00:00;SIR/MA'AM @Infosys_GSTN ARN- AA330421032601Z THIS APPLICATION STILL WAITING TO 8 DAYS ANY UPDATES
2021-04-22 17:32:50+00:00;"https://t.co/XXUIztfAfs
#tcs #infosys #Bajaj #TATAGROUP #cognizant #Wipro #icertis #techmahindra #hdfcbank #HDFC #IBM #amdocs #accenture 

Great time for corporate to unite and give back to society...."
2021-04-22 17:24:22+00:00;@ms89_meet Infosys and reliance
2021-04-22 17:17:16+00:00;bp and Infosys collab to drive integrated energy offers for reducing emissions at Campuses and Cities https://t.co/1ueSnbFuHV
2021-04-22 17:16:25+00:00;@Infosys Amazing 🥰
2021-04-22 17:16:02+00:00;"@nsitharaman mam we have high hopes from you as far as GST is concerned. I request your honor to simply allow filing a 'payable' return for the period April 2021 onward. It will end maximum number of issues for both - @Infosys_GSTN &amp; the taxpayers / professionals."
2021-04-22 17:15:22+00:00;@Infosys That’s Nice 🥰
2021-04-22 17:11:28+00:00;"Earth is our home; Let us all resolve, this #EarthDay2021, to make it a better place than when we found it. https://t.co/84RFmAGk8k"
2021-04-22 17:11:18+00:00;"@Infosys_GSTN @GST_Council @cbic_india This is not error, it is system issue, please check &amp; do the needful.. 🙏"
