0;1
2021-04-29 23:58:45+00:00;"@PCatstronaut Mmmm yes, this is true and I can understand.

Amazon once offered me the chance to subscribe and save pocky and I turned down that particular deal with the devil."
2021-04-29 23:58:44+00:00;@spritept1 @imisskobebryant if u ain’t got amazon prime, peep this site https://t.co/CgtX1r9ZSJ
2021-04-29 23:58:42+00:00;@TwickerSnixXx Ahh well that sounds better. I often go on amazon to look for options and leave unsatisfied. If I do find one that works, I'll get it.
2021-04-29 23:58:39+00:00;Court refuses to dismiss Amazon claims of political bias in JEDI award https://t.co/nbsdxm1kLd by @wrash
2021-04-29 23:58:38+00:00;Why did the Blackhawks have to be a national game tonight. I already have the draft and the Braves recording. I had them set up on Amazon fire. Ugh
2021-04-29 23:58:37+00:00;"More black trauma #Amazon?! 

🙄🙄🙄

#WithoutRemorse #CommercialBreak"
2021-04-29 23:58:36+00:00;Literally every time i get on Amazon i can’t find a watch band i like. Do y’all hate me ? @amazon
2021-04-29 23:58:35+00:00;"PLEASE NOTE - The Blood Moon is now available in audiobook via Amazon. 🔊

#LeeDuffy #southbank #Amazon #TheBloodMoon #audiobook #JamieBoyleBooks #warcrypublishing #middlesbrough 📚✍️🌕 @PaulVenis3 @leetheduffer @shaunattwood @AlexReid https://t.co/ZJ4pPPUdfE"
2021-04-29 23:58:33+00:00;"Just seen this on Amazon if anyone is interested 
https://t.co/FPOU52r0ko"
2021-04-29 23:58:24+00:00;@amazon driver with mask dangling under his chin, after leaving vehicle door open while making deliveries across the street. https://t.co/7TCKpIvStd
2021-04-29 23:58:23+00:00;"https://t.co/50LcrVSDfj: Online Shopping India - Buy mobiles, laptops, cameras, books, watches, apparel, shoes and e-Gift Cards. Free Shipping &amp; Cash on Delivery Available. https://t.co/ui4BqV4Kqh via @amazon"
2021-04-29 23:58:22+00:00;"Espresso Machines 15 Bar Cappuccino Machine with Adjustable Milk Frother for Espresso, Latte and Mocha, 1.5L Removable Water Tank and Double Temperature Control System, Black, 1100W 
https://t.co/oewje3IojW amazonより"
2021-04-29 23:58:16+00:00;Amazon expects pandemic-fueled shopping frenzy to continue https://t.co/AZtzGZqyfH
2021-04-29 23:58:15+00:00;"Agents of Mayhem is now $8.56

Get it here at Amazon ==&gt; https://t.co/PLVuH7g9Lm 

Is like Fortnite...but you get to cook n' chill!

#fortnite #gamergirl https://t.co/UTu4s1sXnA"
2021-04-29 23:58:13+00:00;@leland_tv I’m sorry. Eucalyptus... SHEETS!? Oh, I’m getting on Amazon NOW!
2021-04-29 23:58:11+00:00;@Jtaegikook2 That’s me too! My Amazon cart just keeps getting fuller 😳
2021-04-29 23:58:07+00:00;normally i avoid amazon at all costs, but because lockdown ordinance means local dollar store can ONLY sell essentials and nothing else, I had to order sewing supplies online :/
2021-04-29 23:58:06+00:00;"Fascinating. A story I put on Amazon did horribly. Same story I have on wattpad is blowing up. 

Sometimes, you just can't read an audience; they read you."
2021-04-29 23:58:02+00:00;I’m sure they have a penis pump or something on Amazon —- #Dogetotgemoon -#Dogefather - 🌚🐕🐕🐕🐕🐕🐕🐕 — I can’t wait for may 8th SNL @elonmusk  #DOGE https://t.co/wdWXk2KLDO
2021-04-29 23:58:02+00:00;@kommissarazura I want it to be some weird artistic metaphor about the perils of alcohol misuse, but I somehow doubt the Amazon salesman is making esoteric sociocultural commentary 😔
2021-04-29 23:57:54+00:00;@roberthenryk I had to track down an obscenely expensive DVD set on Amazon
2021-04-29 23:57:54+00:00;@byKatherineRoss @jimcramer @TheStreet I frequently use ebay. Better prices and less evil than Amazon.
2021-04-29 23:57:52+00:00;"@HawleyMO What they reported was ""Hawley and his wife each have somewhere between $1,000 and $15,000 invested in Vanguard Growth Index Fund ETF, which has holdings in Google parent Alphabet, Amazon, Apple and Facebook.""
So yes, you do benefit from tech. Deceitful seditionist."
2021-04-29 23:57:51+00:00;@OracleNil @calico_heart_ Yes. Get some light weights off amazon. You'll love it. Lateral raises are great for building up core strength. You'll find it really helps with stress too. But cardio is good. Esp out in nature!
2021-04-29 23:57:48+00:00;"listening to “Home To Me Live” By @CurtisGrimes on Amazon Music!

This Song Sounds Awesome (Live)!🔥 https://t.co/aBQC4lSBIc"
2021-04-29 23:57:48+00:00;@alwaysinaprill We're sorry your package has been delayed. Can you confirm the carrier assigned to deliver this package (Amazon, UPS, etc.)? You can find that information by clicking “track package” at the following link: https://t.co/Y5jpI9gRhE. -Sharon
2021-04-29 23:57:43+00:00;@jesslandry94 Get me bc ik Amazon tired of me lol
2021-04-29 23:57:41+00:00;@Its_LEMKER Amazon!
2021-04-29 23:57:34+00:00;Amazon prime is dangerous lmaooo
2021-04-29 23:57:28+00:00;"🤖 Halo: The Master Chief Collection.  #Amazon

Follow @GamerStockist for #PlayStation5 | #XboxSeriesX | #XboxSeriesS console drop alerts!

https://t.co/iGEGzNGvgp"
2021-04-29 23:57:23+00:00;@oneofthefaggz Make an Amazon wishlist
2021-04-29 23:57:22+00:00;@Holly_E17 We are getting mum to check Amazon.
2021-04-29 23:57:21+00:00;#dogeday #dogecoin #deal #gifting #gift #gifts #giftideas #shop #shopping #doge #dogecoin #DogecoinToTheMoon #dogearmy #DogecoinRise #affiliatemarketing #crypto #cryptocurrencies #cryptocurrency #amazon Dogecoin Army T-Shirt https://t.co/Rw55CWNU1p
2021-04-29 23:57:20+00:00;Throughout the pandemic, Amazon and other Big Tech behemoths have violently pursued profits at the expense of workers’ health and safety. Congress must break up these monopolies! #BreakUpTech @PressSec @BrianDeeseNEC @emmyruiz46 @steffeldman
2021-04-29 23:57:20+00:00;"@voter1vote @amazon @firefox Yep. Can't have virus protection installed when replacing it. If Spectrum is offering a McAfee suite, I'd still go with the purchased version. But that's just me.

Also, change passwords regularly, especially your wifi, if you use it. x"
2021-04-29 23:57:17+00:00;"@DogecoinRise @BillyM2k You can actually order it :D  

If #Dogecoin moons I hope thats the noodles they have there for us! :D

@SimplyFood_US 

via @Amazon
https://t.co/60rshVPhq2"
2021-04-29 23:57:12+00:00;"So my book on #Amazon allows for each person that paid for the book, to share a copy of it to one person for up to 14 days!

GET YOUR COPY BELOW! ❤️ 

https://t.co/x3q5cxEmc4 https://t.co/DZK2z3x163"
2021-04-29 23:57:09+00:00;@RoraPickles You should also add whey protein if you don’t already. It doesn’t have to be that body builder drink mix stuff and it’s not that expensive on Amazon either. I always make my smoothies with it
2021-04-29 23:57:04+00:00;Amazon made more profit during the pandemic than in the past three years | Engadget https://t.co/g9kOSJ2bi1
2021-04-29 23:57:03+00:00;#Amazon launches Aplenty, a private-label food line https://t.co/o7aTICiqrp #ecommerce #TechJunkieNews https://t.co/DgkfnvMXLm
2021-04-29 23:57:01+00:00;amazon really gets me....
2021-04-29 23:57:01+00:00;"I want Amazon to be crushed by anti-monopoly legislation and tax codes but I also need to watch @InvincibleHQ season 2 &amp; 3 smh this is how abuse works!!!"
2021-04-29 23:57:00+00:00;Amazon should give their prime for free to their stockholders lol
2021-04-29 23:56:59+00:00;"Hit the ""follow"" button on my Amazon page to be automatically updated when I have a new release! https://t.co/1sgu9scDd0 #IARTG #LPRTG #SSRTG #indieauthor #bookworm https://t.co/jN0auPkJ2I"
2021-04-29 23:56:55+00:00;@AmazonHelp All are working now _ It was clearly an Amazon problem - It would be nice if you could admit this and have a place to find out about Amazon outages rather than having me waste my time
2021-04-29 23:56:53+00:00;Amazon's cloud division reports 32% revenue growth @CNBC https://t.co/TH7qPOeaHA
2021-04-29 23:56:51+00:00;Jeff Bezos' mansion has 25 bathrooms. Meanwhile, @amazon employees are peeing in bottles.
2021-04-29 23:56:50+00:00;@ProperKickback @InvincibleHQ It comes on Amazon Prime right?
2021-04-29 23:56:48+00:00;https://t.co/6AHr47go84 amazon
2021-04-29 23:56:41+00:00;"@ZeroT_H Amazon: ""Other recommended items for her:""
Femboys: ""Yeah... her..."""
2021-04-29 23:56:39+00:00;"👀👀WATCH THIS, 👀👀
🇺🇸 #BLACKLIVESMANORS
HOW MANY FORMER #BLACKLIVESMATTER © INSIDERS WILL SNITCH ON JEFF BEZOS, PATRISSE CULLORS-KHAN, ALICIAGARZA &amp; ALL THE OTHER AG's I SHOULD KNOW ABOUT!?? FOR $100 MILLION DOLLARS EACH??? @AMAZON
@JeffBezos IS SERVED
#WriteTheSolicitorGeneral https://t.co/Iap0gGFUnC"
2021-04-29 23:56:39+00:00;All I wanna do is move out and not have to work at fuckin amazon to be able to afford it, fuck.
2021-04-29 23:56:35+00:00;"The trailer for the finale of Amazon’s Invincible is here! 😱🤯

#InvincibleOnPrime #InvincibleFriday #InvincibleFinale https://t.co/H8ZMezY0L9"
2021-04-29 23:56:35+00:00;"💲💰
Radiance 2208866E Cordless Rom...
Reduced from $89.99 to $66.69

#Deals #newDeals #Amazon  #Deal

 https://t.co/UjhoFaNtIQ https://t.co/eMaZktw7XY"
2021-04-29 23:56:35+00:00;"It's 1973, and the post-Woodstock generation, the new world of rock 'n roll, marijuana, birth control, ripped jeans, fake ID's, and anti-authority. That's the uproarious comic world young Tommy was thrown into. 
 
BUY TODAY ON AMAZON &gt;&gt;&gt; https://t.co/6OOFgtT1Ox ##. https://t.co/8tBSFjlJeJ"
2021-04-29 23:56:34+00:00;"-Groups
-Badges 
-Quizzes
-Events
-Forums
-Store (almost like amazon)
-Profile picker (something like MySpace backgrounds)
-Jobs 
-Follows (I look at this like subscribers to your content)
-Questions/ Answers
-Documents (still figuring out the use for this)
-Fundraising
-Contests"
2021-04-29 23:56:33+00:00;@AmazonHelp It’s says that Amazon made the delivery
2021-04-29 23:56:29+00:00;"***New Deal***
Radiance 2208866E Cordless Rom...
Reduced from $89.99 to $66.69
https://t.co/1G1FfosMej
#Deals #newDeals #Amazon https://t.co/hS7gJlTgri"
2021-04-29 23:56:29+00:00;"***New Deal***
Radiance 2208866E Cordless Rom...
Reduced from $89.99 to $66.69
https://t.co/FDINltTYWP
#Deals #newDeals #Amazon https://t.co/0W94alf8Km"
2021-04-29 23:56:28+00:00;@PrettyPretty_13 Amazon
2021-04-29 23:56:25+00:00;i'm getting the amazon credit card and using it to pay my tuition
2021-04-29 23:56:20+00:00;"Amazon, Facebook, &amp; Google are smothering competitors, building mass surveillance networks, and manipulating the flow of news. Fight back and don't appoint Big Tech insiders to administration posts! #BreakUpTech @jrpsaki @gauragDC @POTUS @davidckamin"
2021-04-29 23:56:18+00:00;When @amazon says I am going to receive a package tomorrow and it has yet to be shipped. I am so disappointed I have been waiting months for things to get delivered and for updates. What a joke 🤡🤡 https://t.co/aMOsqjmv6b
2021-04-29 23:56:17+00:00;Well, I almost got some new parts for my computer but instead Amazon sent me carburetors for weed eaters lol... They sent me a full refund but man that cuts into some plans https://t.co/ZwMsG81Nhy
2021-04-29 23:56:17+00:00;Amazon are you okay? @leesonTV https://t.co/0moVJpPHth
2021-04-29 23:56:07+00:00;- knock anyone too hard who has their heart in the right place. i am just begging yall to think a little bit more about where money is being spent. if we can have a critical eye on amazon, we can have a critical eye on goodwill.
2021-04-29 23:56:07+00:00;@lisekimhorton Hello there! As we don't have access to your order or account details from Twitter for security reasons, please let us know if the item was shipped by a third-party seller or by Amazon. Orders shipped by sellers will have a “Contact Seller” option here: https://t.co/Y5jpI9gRhE.
2021-04-29 23:56:05+00:00;@Asteriahqhq Souq or amazon
2021-04-29 23:56:05+00:00;@tavion_jackson What’s the shortest episode count for a Rider besides Amazon?
2021-04-29 23:56:05+00:00;"【Subscription Info】
New album is distributed by the following services

・Spotify
・applemusic
・Amazon Music
・TikTok
・iTune Store
And other major services

You can search at ones from the this link↓↓↓
https://t.co/jCCDdRkRZO"
2021-04-29 23:56:04+00:00;Tech: Amazon expects the pandemic-fueled shopping frenzy to continue - Bloomberg https://t.co/SbtiLxjM8D
2021-04-29 23:56:02+00:00;"@normative Overheard: ""One day I hope that my wife will know me as well, and with as little judgement, as the Amazon Music Recommended Music algorithm. Also, how is the music algorithm so good, but buying a toaster makes Amazon think I’m sort of eclectic collector of mid-priced toasters."""
2021-04-29 23:56:00+00:00;"⚡Just saw this CHEAP DEAL on Amazon⚡
👉Let us know if you scored it
⏰Limited time offer🚫No Promo-code/product guarantee
👉As an Amazon Associate I earn from qualifying purchases
#ad
 https://t.co/m6hGE0RxKw https://t.co/mpjPnGlhQB"
2021-04-29 23:55:59+00:00;@elizabethwyd dysilk lashes on amazon, kiss lashes in the style soir, or the eylure wispy light lashes for a more natural lash !!
2021-04-29 23:55:59+00:00;Amazon's ads business nears $7 billion a quarter, and growth is accelerating @CNBC https://t.co/0XgFxXzjac
2021-04-29 23:55:51+00:00;Amazon's sales surge 44% as it smashes earnings expectations @CNBC https://t.co/2fdKZPMaNC
2021-04-29 23:55:51+00:00;@KCab08 @Tryuga It’s full of air, you can buy them from Amazon. They are a life saver at festivals
2021-04-29 23:55:48+00:00;"Sr. Marketing Manager Job For 5-8 Year Exp In Amazon Web Services (AWS) Mumbai, India – 3109728  

                DESCRIPTIONAmazon Prime Video is changing the way people Click to know more. https://t.co/M7NARpHImN"
2021-04-29 23:55:46+00:00;".@Amazon Earnings: AWS Sees 32% Revenue Surge To $54B Annualized Run Rate

https://t.co/YzR3UQFkHa @CRN @CRN_Spotlight @AWSCLoud @PTPCloud @Ethan_Simmons @cloudcheckr @mikekaplan1 #IT #tech #technology #technews #cloud #cloudcomputing #AWS #AmazonWebServices #AndyJassy"
2021-04-29 23:55:45+00:00;"Check out some of our deals on @amazon and @Newegg going on now from April 29th until May 8th! 😍👍

🛒 Shop Now: https://t.co/IOv1eNaE6h https://t.co/AJ0bMrM0YK"
2021-04-29 23:55:41+00:00;🔳 Netflix ou Amazon
2021-04-29 23:55:36+00:00;@Kaxtrem He's in a two-pack with Ratchet. I just got him off of Amazon. Earthrise molds.
2021-04-29 23:55:34+00:00;Thank you Amazon#VakeelSaabOnPrime
2021-04-29 23:55:27+00:00;@RBReich @MalteseManatee If Amazon doesn't change their policies and start taking care of their employees and warehouse workers - I will quite Amazon and order from companies who respect their workforce. Amazon can afford to do the right thing.  @JeffBezos @ABC @MSNBC @POTUS @VP @RepAdamSchiff @maddow
2021-04-29 23:55:26+00:00;AMAZON DELIVER ME MY GPU PLEASE 😭😭😭
2021-04-29 23:55:20+00:00;Xbox Series S is now in stock at Amazon Italy for €299.99! https://t.co/MdzM4lVVcQ #ctrlaltstock
2021-04-29 23:55:18+00:00;Ebay or Amazon?
2021-04-29 23:55:17+00:00;Does your workplace dictate your daily job tasks based on how exhausted your TENDONS AND MUSCLES ARE?! #Amazon @krystalball https://t.co/04uCTTMX9V
2021-04-29 23:55:11+00:00;New Post: Amazon: Wine Tumbler with Lid and Straw for $3.99 (Reg. $5.19) https://t.co/JikDUsO3go https://t.co/YADF5NOI97
2021-04-29 23:55:10+00:00;@pablomelito1 @freckled_frack Oh I'm not talking pennies...I'm talking in some case up to 50% differences. Who cares about pennies? Not me. I would never pick Amazon over pennies.
2021-04-29 23:55:10+00:00;"Blasting Sampa the Great - Energy (feat. Nadeem Din - Gabisi) right now on Pretty Dope Xperience Radio aka #BlackPandora

listen now and catch a wave!! https://t.co/VqKFopeoex  #nowplaying #np #RT  #NowStreaming #Streema Download Now #Alexa #GooglePlay #iOSAppStore #Amazon #"
2021-04-29 23:55:09+00:00;"Cuanta fabulosidad y tecnología  :0

""Amazon Alexa &amp; Google Assistant-Enabled: Remotely control your fryer through the VeSync app or voice commands with Amazon Alexa or Google Assistant. Enjoy adjusting and monitoring the cooking progress of your meals remotely"""
2021-04-29 23:55:06+00:00;@Sara_Flower Hi @Sara_Flower ... my #indie #historicalfiction #AngelofAleppo, a Story of the #ArmenianGenocide will be released on #Amazon  next week.  Since @POTUS acknowledged the #ArmenianGenocide,  it becomes timelier than ever. Good luck with your own work.
2021-04-29 23:55:03+00:00;@SalsaTekila Bruhhhhhh….. I’m not sure if this is your speed… Patriot on Amazon Prime was great. When BTC hits $100k I’m gonna buy the rights https://t.co/cxUhoCMzdx
2021-04-29 23:55:03+00:00;"JANETTE'S TALE

On sale at Amazon - Kindle $2,99 - Free on Kindle Unlimited. Paperback $14,99

A great introduction to the Romantic Fantasy-Adventure series 'The Chronicles of the White Tower'
Read 1st Chapters: https://t.co/vg6XTYnsTC
Buy: https://t.co/5puZRTYYRz https://t.co/OJXrW3hjDO"
2021-04-29 23:55:03+00:00;"PARENTS!!    
       
Signup for a FREE Amazon Baby Registry!      
  
Get a FREE Welcome Box
Set up a Diaper Fund
 
PLUS enter for a chance to win $2,500 for your registry!
 
https://t.co/OSyvAmqOfx https://t.co/sAvpLkJCbA"
2021-04-29 23:55:02+00:00;"***) My UK AMAZON Author Page ~ THE HYBRID SERIES ~ MI5 #THRILLERS ~ Containing #EROTICA 
SPIRIT TRILOGY ~ READ THIS FREE on AMAZON'S UNLIMITED.
AMAZON PRICED HWSNBN ~ FINALLY ~ NOW 0.00 IN THE USA. 
ABOUT BLOODY TIME! NOT IN THE UK YET, OR GLOBALLY....
~ https://t.co/jXgdv3Q57D https://t.co/ZKSEwMDIcA"
2021-04-29 23:55:01+00:00;@RBReich My girlfriend used to work for Amazon and she told me that they set a 15 minute timer every time you go to the bathroom. And this was for a white collar corporate job. INSANE
2021-04-29 23:55:00+00:00;Writing Historical Fiction #sponsored @amazon #writinghelp #history https://t.co/0Is1eMpczd
2021-04-29 23:54:59+00:00;@Rec_A_Dork yeah me not ordering a thing from amazon once is gonna destroy capitalism, finally we have the solution
2021-04-29 23:54:57+00:00;@lascivit Hello! We're terribly sorry to hear of the poor experience. Some items ship in their own packaging, but you can request that the item be shipped in an Amazon box at no charge. You can learn more here: https://t.co/pQgYZSsYtz. (1/2)
2021-04-29 23:54:54+00:00;"I just realized Millennials are older than Google... 

And almost all are older than Amazon... 

🤯"
2021-04-29 23:54:54+00:00;@JeffBezos your company @amazon shouldn’t be putting your customers through this bullshit I bought a damn Amazon gift card April the 21st and i still can’t buy my products due to Amazon putting my account on hold I verified my self too much for them to still have it on hold
2021-04-29 23:54:49+00:00;@CheeseCakeWiz35 @FletchLiving @RBReich Yes they do - I’ve known several people that work at Amazon and the conditions are horrible. One of them was a lady friend who got hurt on the job and there was no medical insurance and Amazon insisted she keep working.
2021-04-29 23:54:48+00:00;@wqad How much will Amazon pay in higher taxes
2021-04-29 23:54:46+00:00;OHKAY HOPPED RIGHT ON AMAZON TRYNA FIND ME SOME EUCALYPTUS SHEETS!! https://t.co/O0NawTHjCd
2021-04-29 23:54:40+00:00;She built like an Amazon https://t.co/bpU78suuaE
2021-04-29 23:54:39+00:00;Amazon’s sales and profit rise as retailer rides wave of pandemic shopping https://t.co/OpAVFEodzM
2021-04-29 23:54:37+00:00;Amazon’s cloud division reports 32% revenue growth https://t.co/brShGcBzNa #StockMarket https://t.co/9WjhaFbnT7
2021-04-29 23:54:36+00:00;"#Amazon @wwwbigbaldhead @bobmarleycomedy
Miss ya green beens!"
2021-04-29 23:54:35+00:00;I have an organization who orders my journals in bulk like 100-150 a month. Why did Amazon ship them separately like this? 🥴 https://t.co/0RPHOcAoIW
2021-04-29 23:54:35+00:00;@AmazonHelp I don’t know. They’re all Amazon packages though
2021-04-29 23:54:35+00:00;Small businesses had a brutal pandemic. Amazon's earnings more than tripled. https://t.co/dFEod0tyJX https://t.co/ZDOfjM2IRi
2021-04-29 23:54:29+00:00;"LETTTTSSSS GOOOOOOOOOOOOOOOOOOOOOOO
I FUCKING LOVE YOU AMAZON!! https://t.co/mGThr7647i"
2021-04-29 23:54:24+00:00;"Jeff Reeves&amp;apos;s Strength in Numbers: Should you buy Amazon stock? Analysts prefer it over other Big Tech companies  Amazon beats out Apple and Microsoft when it comes to Wall Street analysts&amp;#039; opinion.
   
  https://t.co/Z0rJjG0YvK https://t.co/BFeyQmAvqU"
2021-04-29 23:54:21+00:00;@ACPocketNews  I was scrolling through Amazon, and saw that the ACNH Switch is in stock again for retail price. I knew that some people are still looking for one.
2021-04-29 23:54:17+00:00;Come enter to win a $50 Amazon Gift Card!  https://t.co/F8eQdzIigt
2021-04-29 23:54:16+00:00;"#fairytales #MayDay #Beltane #swordandsorcery #wolves #dogs #LittleRedRidingHood #retelling #BrothersGrimm #CharlesPerrault #wizardry 

Compared to @jk_rowling 

The Girl in The Red Cape: A Mystical Sled Ride (Fairytale Retelling) by Suzy ... https://t.co/QN3fXeXDoF via @amazon https://t.co/3Dmm9MVYWr"
2021-04-29 23:54:15+00:00;"I'm smad at amazon rn
order 4 items
all 4 ship separately
all 4 arrived today
separate packaging for all 4
all have the same ""shipped from"" address i."
2021-04-29 23:54:13+00:00;"@RBReich Unfortunately, Amazon has been so ""successful"" because it dehumanizes workers and customers. Amazon has shown that reducing people to numbers helps to increase efficiency. Amazon will only change if the system changes."
2021-04-29 23:54:07+00:00;If you or someone you know suffers with ADHD, check out this great resource: “Finally Focused” by James Greenblatt, M.D. you can find it on Amazon here https://t.co/LHPkfPNyku and as a recommendation in our Self-Help Toolbox here https://t.co/WOXQvvynbY https://t.co/WX7pobelgj
2021-04-29 23:54:01+00:00;@GameOverDAnte Just go camp outside Amazon, you know you want to.
2021-04-29 23:54:01+00:00;@LesDonWils We're sorry for the frustration! Can you confirm the carrier that delivered these packages (Amazon, UPS, etc.)? Let us know! We're here to help! -Noah
2021-04-29 23:54:00+00:00;Amazon pops on surging sales, as all of Big Tech posts monster earnings: CNBC After Hours https://t.co/MZio32WVUm
2021-04-29 23:53:57+00:00;I have not met a single person who actually liked working for amazon and some have even said it’s the worst job they have ever had https://t.co/wB8zhE8Rjn
2021-04-29 23:53:56+00:00;Since 2017, @goshippo has seen fulfillment times shrink by 17%. After Amazon’s delays at the start of the pandemic, more people started shopping with smaller businesses, setting the expectation that not everything has to arrive in 2 days.  https://t.co/Hv7KTPV9c1 https://t.co/c9xxVVas56
2021-04-29 23:53:54+00:00;Come join us in Discord and Twitch for an Amazon Watch Party ---  Moulin Rogue bitchessss! https://t.co/iaUv2FtKEc
2021-04-29 23:53:53+00:00;Vitamin D3, 400 Tablets Mega Size, Vitamin D 2000 IU (50 mcg) Helps Support I... https://t.co/wgz3PLMDTB via @amazon
2021-04-29 23:53:53+00:00;If you or someone you know suffers with ADHD, check out this great resource: “Finally Focused” by James Greenblatt, M.D. you can find it on Amazon here https://t.co/0QWYUAnhq8 and as a recommendation in our Self-Help Toolbox here https://t.co/A8icyAfxPQ https://t.co/NzufsPTjKb
2021-04-29 23:53:49+00:00;"Netflix: 208m paying subscribers
Amazon Prime Video: 175m*
Disney+: 100m

Prime subscribers who have streamined video. Differs by country, but Prime can also include delivery, music https://t.co/01MbCIT58G"
2021-04-29 23:53:45+00:00;GIVEAWAY! Enter to #win a $10 Amazon gift card! Enter the #giveaway daily for your chance to win from @thatsjustjeni Go enter:   https://t.co/bgm2YOkvDK
2021-04-29 23:53:43+00:00;"ASX Today – Facebook and Amazon Report Positive Earnings

https://t.co/8w3cb19tYH

#ASX #daytrader #daytraders #StocksToWatch #stocks #StockMarket #stockmarkets #StocksToBuy #davidbeshay #stocktradingcourses"
2021-04-29 23:53:40+00:00;@WalmartInc @Walmart @EXONmobile @Apple @AppleMusic @amazon @UnitedHe @UnitedHealthGrp @cvspharmacy @WWE @danawhite @tiff @ROMtoronto @GouvQc @TomTSEC @McarthurGregMY GOD PLEASE PLEASE MAKE THEM STOP TORTURING US PLEASE HELP
2021-04-29 23:53:30+00:00;@RBReich @freddyatton And a UNION AT AMAZON!
2021-04-29 23:53:28+00:00;the amazon delivery driver is about as weird as I expected to see in 2021 but here we are
2021-04-29 23:53:28+00:00;#Win $15 Amazon #BookTour #Giveaway #BookBoost #Paranormal #Fantasy #Romance #WestwoodUniversity @Alexandria_J27 https://t.co/k7D9A37kTe
